ID,RADEG_x,DECDEG_x,CLASS,DATATABLE,Object ID,RADEG_y,DECDEG_y,Nearest field,Distance to nearest field
B352,10.6591375,42.037,1,m31rbcV5,3.813255833023256e+17,10.659078,42.036969,m266,40.31143115297596
B122,10.6671083,41.5629361,1,m31rbcV5,3.812866193510712e+17,10.667102,41.563002,m266,46.909346945215674
B123,10.6694458,41.1759194,1,m31rbcV5,3.812606090399644e+17,10.669412,41.175943,m248,35.1548422638903
SK053A,10.6700292,40.2980111,1,m31rbcV5,3.6907424062530675e+17,10.670049,40.298024,m228,16.77693195029407
B125,10.6760833,41.0919306,1,m31rbcV5,3.692501968478962e+17,10.676105,41.091951,m248,32.94866615332863
B126,10.6820042,41.2118611,1,m31rbcV5,3.8126081519831424e+17,10.68204,41.211882,m248,35.60749102227204
SK054A,10.6878083,41.1375278,1,m31rbcV5,3.692505404452681e+17,10.687787,41.137517,m248,32.58595535514342
B128,10.69915,41.1871528,1,m31rbcV5,3.8126064339124506e+17,10.69918,41.187156,m248,33.21990040829735
B129,10.7013625,41.4184417,1,m31rbcV5,3.8127184467168525e+17,10.701365,41.418499,m248,48.68519795956869
B130,10.7035958,41.4979028,1,m31rbcV5,3.8127449037151514e+17,10.703565,41.497952,m266,50.214461410664825
AU008,10.7040083,41.3031278,1,m31rbcV5,3.812678932950954e+17,10.703986,41.303114,m248,39.42040744826236
B262,10.7085417,41.3244778,1,m31rbcV5,3.812679963810153e+17,10.708553,41.324487,m248,40.677516690225424
BH18,10.7113208,41.1759611,1,m31rbcV5,3.692511245583341e+17,10.711346,41.175947,m248,31.830729845328424
B132,10.7141958,41.26135,1,m31rbcV5,3.812669655907667e+17,10.714274,41.261291,m248,35.94989994390804
B134,10.715325,41.2342833,1,m31rbcV5,3.812667250733088e+17,10.715178,41.234338,m248,34.28780521172542
B135,10.7165958,41.5188778,1,m31rbcV5,3.8127490269111066e+17,10.716561,41.518946,m266,47.71442284614536
B264,10.7216208,41.2706667,1,m31rbcV5,3.8126706867064294e+17,10.721573,41.270681,m248,36.05323918639995
B137,10.7249583,41.5372667,1,m31rbcV5,3.8127493274622835e+17,10.724978,41.537307,m266,45.69175918697051
B138,10.7317292,41.3096778,1,m31rbcV5,3.8126754540570406e+17,10.731706,41.309742,m248,38.14364559771894
PHF4-2,10.740875,41.3067778,1,johnson12_table8,3.81267480987515e+17,10.740841,41.306716,m248,37.35330253533624
AU010,10.7421792,41.2812417,1,m31rbcV5,3.812668968719763e+17,10.742169,41.281314,m248,35.41630822678735
B140,10.7447958,41.147975,1,m31rbcV5,3.6925078096343616e+17,10.744715,41.147907,m248,28.219455147224856
B143,10.7485458,41.322025,1,m31rbcV5,3.812675840641577e+17,10.748511,41.322015,m248,38.07080037075137
B144,10.7494292,41.2682083,1,m31rbcV5,3.812668968719813e+17,10.74941,41.268264,m248,34.03611846844351
B091D,10.756025,41.5047639,1,m31rbcV5,3.812741124143941e+17,10.75598,41.504829,m266,47.0064547138804
B145,10.7565875,41.2074694,1,m31rbcV5,3.6925700007358976e+17,10.756554,41.207466,m248,29.806102122614973
B265,10.758025,40.8838472,1,m31rbcV5,3.6924301566037146e+17,10.758105,40.883968,m248,33.91182341429531
B146,10.7621708,41.2562528,1,m31rbcV5,3.6925720623200934e+17,10.7622,41.25626,m248,32.37338852535578
B147,10.7637792,41.3559806,1,m31rbcV5,3.812677215031021e+17,10.763755,41.356021,m248,40.01365019277421
B266,10.7646958,41.6753389,1,m31rbcV5,3.81311186572047e+17,10.764629,41.675412,m266,32.62129756369416
BH23,10.7656792,41.3411056,1,m31rbcV5,3.812677215031071e+17,10.765762,41.341158,m248,38.646583296125144
B148,10.7661,41.3013111,1,m31rbcV5,3.8126730488754304e+17,10.766068,41.301323,m248,35.41019035048716
SK118C,10.77185,41.2412694,1,johnson12_table8,3.6925713751253606e+17,10.771876,41.241248,m248,30.727530331537896
B149,10.7727917,41.5741972,1,m31rbcV5,3.812985421883562e+17,10.772782,41.574238,m266,39.992349100672165
B268,10.7799667,41.1966139,1,m31rbcV5,3.6925672089794714e+17,10.779952,41.196752,m248,27.51740354698927
B150,10.7813167,41.33875,1,m31rbcV5,3.812676484849285e+17,10.781274,41.338801,m248,37.606440677386715
SK059A,10.7910917,41.3169167,1,m31rbcV5,3.8126744662777574e+17,10.791034,41.316883,m248,35.225776988495014
B152,10.7917333,41.3043861,1,m31rbcV5,3.8126734354856806e+17,10.791693,41.30445,m248,34.163213261515146
B356,10.7931542,41.8420083,1,m31rbcV5,3.813145881922797e+17,10.793124,41.841983,m266,23.662859706629025
B153,10.7942542,41.2475861,1,m31rbcV5,3.692575154696572e+17,10.794243,41.247581,m248,29.672548929287533
B154,10.8018958,41.2680222,1,m31rbcV5,3.692575498318011e+17,10.801875,41.268024,m248,30.68883645661935
B357,10.8051333,40.1823306,1,m31rbcV5,3.690689835844147e+17,10.805118,40.182328,m228,0.9817081606899182
B155,10.8058417,41.0578389,1,m31rbcV5,3.692463485547337e+17,10.80576,41.05784,m248,22.17903674572727
B156,10.8072375,41.0215722,1,m31rbcV5,3.692462454755263e+17,10.807192,41.021607,m248,22.846223759000367
B157,10.8083875,41.1887861,1,m31rbcV5,3.692560723572243e+17,10.808269,41.188797,m248,25.014663398957833
B159,10.811025,41.4203806,1,m31rbcV5,3.8127050464189274e+17,10.811003,41.420412,m248,43.671031037934824
B160,10.8122417,41.0265194,1,m31rbcV5,3.692462454779976e+17,10.812207,41.026505,m248,22.293523515894694
B161,10.8142333,41.1903194,1,m31rbcV5,3.692560380009217e+17,10.814224,41.190257,m248,24.661709692747543
B162,10.818375,41.4012361,1,m31rbcV5,3.8126937077664896e+17,10.81834,41.401259,m248,41.52086322472379
B098D,10.8225,41.5250028,1,m31rbcV5,3.8129747704260685e+17,10.82229,41.524869,m266,42.161767754426336
B358,10.8244208,39.8203278,1,m31rbcV5,3.690251405564115e+17,10.824397,39.820299,m228,40.12621803987514
B164,10.8256833,41.2081528,1,m31rbcV5,3.692564846775164e+17,10.825531,41.20811,m248,24.934362196412447
B165,10.8259,41.1818778,1,m31rbcV5,3.69256033703151e+17,10.82592,41.181847,m248,23.34827879841949
B167,10.8380167,41.2355917,1,m31rbcV5,3.69256622116465e+17,10.838004,41.235608,m248,26.02576108400264
B168,10.8438583,41.7348778,1,m31rbcV5,3.813012222479085e+17,10.843822,41.734896,m266,23.423167912816492
B169,10.8458375,41.2570417,1,m31rbcV5,3.69257412390442e+17,10.845812,41.257048,m248,27.224639113594872
B170,10.8478667,40.844875,1,m31rbcV5,3.692302338375145e+17,10.847876,40.844869,m248,31.95605865777931
B171,10.8566875,41.2603139,1,m31rbcV5,3.692581339449476e+17,10.856668,41.260304,m248,26.8800967388959
B172,10.8583583,41.3587806,1,m31rbcV5,3.6925978321237555e+17,10.8583,41.358795,m248,35.76477575298886
B173,10.8699917,41.3769583,1,m31rbcV5,3.692598132748211e+17,10.869822,41.376946,m248,37.09117128103564
B174,10.8762625,41.6489306,1,m31rbcV5,3.812999165840184e+17,10.876244,41.648955,m266,28.14928685484804
B176,10.8769917,40.8196944,1,m31rbcV5,3.692299933160232e+17,10.876943,40.819695,m248,33.01763402179856
B177,10.8771292,41.0950917,1,m31rbcV5,3.6925243023089254e+17,10.87709,41.09507,m248,16.172217240798226
B179,10.8796292,41.3040667,1,m31rbcV5,3.6925902729813786e+17,10.879612,41.304059,m248,29.62850009740478
B180,10.8822208,41.1295417,1,m31rbcV5,3.692525333076265e+17,10.882197,41.129529,m248,16.623530034508608
B181,10.8852333,41.4853139,1,m31rbcV5,3.8129352136417626e+17,10.885212,41.485391,m266,43.83663270953996
H18,10.9001208,44.9831389,1,m31rbcV5,3.880981969656671e+17,10.900287,44.983133,m327,26.21360563942928
B182,10.9028,41.1367111,1,m31rbcV5,3.692528769050088e+17,10.902768,41.136694,m248,15.329534808547283
B183,10.9039083,41.0339806,1,m31rbcV5,3.692512276375913e+17,10.903876,41.03397,m248,14.70547255596441
B185,10.9053583,41.2454333,1,m31rbcV5,3.69257893426785e+17,10.905341,41.245421,m248,23.030883080805935
B184,10.9063125,41.6096222,1,m31rbcV5,3.81296686762481e+17,10.906257,41.609602,m266,30.53108503179251
B187,10.9109375,41.4963472,1,m31rbcV5,3.8129349129881485e+17,10.910926,41.496427,m266,41.94043610770643
B188,10.9229042,41.40715,1,m31rbcV5,3.6928335399289114e+17,10.92296,41.407102,m248,38.484300186700494
B189,10.9266458,41.5897833,1,m31rbcV5,3.812964118765212e+17,10.92667,41.589816,m266,31.783834872547907
B190,10.9307792,41.5682667,1,m31rbcV5,3.8129486139458765e+17,10.930744,41.568331,m266,33.86724258023135
B194,10.9383042,41.102425,1,m31rbcV5,3.692518461128663e+17,10.938282,41.102382,m248,11.250802523406817
B193,10.9395958,41.6159667,1,m31rbcV5,3.812967554819574e+17,10.939583,41.616001,m266,28.68545399824402
B103D,10.948075,41.4521861,1,m31rbcV5,3.69283594511056e+17,10.948051,41.45222,m248,42.72699394624256
B472,10.9517583,41.44805,1,m31rbcV5,3.692835945110564e+17,10.951755,41.448085,m248,42.20757892774176
SK073A,10.9522083,41.1300583,1,m31rbcV5,3.692521897104883e+17,10.952169,41.130077,m248,11.314850504519766
B196,10.9523875,40.7102389,1,m31rbcV5,3.69225560909804e+17,10.952415,40.710254,m248,42.13820399209739
B104D,10.9546167,41.2378167,1,m31rbcV5,3.692549384892883e+17,10.954624,41.237678,m248,20.08376943335022
B197,10.9570667,41.502725,1,m31rbcV5,3.81293800550607e+17,10.9571,41.502802,m266,40.142004075637225
B199,10.9576042,40.9708056,1,m31rbcV5,3.692383427357151e+17,10.957635,40.97072,m248,15.218624537081132
B198,10.9588583,41.5312472,1,m31rbcV5,3.812940410626496e+17,10.958741,41.531285,m266,37.04743622613842
B106D,10.9768667,41.2538111,1,m31rbcV5,3.692553508033221e+17,10.976816,41.253755,m248,20.91893609744375
B202,10.9777667,41.0089917,1,m31rbcV5,3.692392661504293e+17,10.977905,41.008963,m248,10.888573748211686
B203,10.9826458,41.5431139,1,m31rbcV5,3.8129534673544e+17,10.982532,41.543089,m266,35.28688817451518
B204,10.9851167,41.3674417,1,m31rbcV5,3.692823919202231e+17,10.985087,41.367469,m248,32.848786268829805
B361,10.9879167,40.2336806,1,m31rbcV5,3.690637265444425e+17,10.987877,40.233696,m228,17.51104876508569
B205,10.9923833,41.4105861,1,m31rbcV5,3.6928286865934835e+17,10.992353,41.410641,m248,37.44384110433682
B110D,10.9964292,41.6115,1,m31rbcV5,3.812961370130826e+17,10.996326,41.611522,m266,27.621024024367827
B207,10.9977375,41.1029917,1,m31rbcV5,3.6924164127304614e+17,10.997716,41.102957,m248,6.536393091112469
B208,11.0002792,41.3865667,1,m31rbcV5,3.692824262764535e+17,11.000291,41.386551,m248,34.69189023758041
M009,11.0034375,41.2866972,1,m31rbcV5,3.69255488245093e+17,11.003474,41.286798,m248,23.76131619444955
G260,11.0035708,42.5801333,1,m31rbcV5,3.8736496014954304e+17,11.003504,42.580131,m285,21.84315576147732
B209,11.0109583,41.4240472,1,m31rbcV5,3.6928290731653504e+17,11.010923,41.424087,m248,38.6929377437028
B211,11.0121875,41.3346111,1,m31rbcV5,3.6927916210482e+17,11.012172,41.334649,m248,28.83613842870456
B212,11.0128292,41.0822972,1,m31rbcV5,3.692398889239224e+17,11.012791,41.082315,m248,4.714584965294534
B213,11.0146333,41.5107361,1,m31rbcV5,3.692855873761069e+17,11.014634,41.510736,m266,38.34193485393538
B215,11.0266667,41.528775,1,m31rbcV5,3.692856904553183e+17,11.026598,41.5288,m266,36.22205238326029
B216,11.0365875,41.6320306,1,m31rbcV5,3.812962400922966e+17,11.036628,41.632209,m266,24.711552490326707
G268,11.0417167,42.782725,1,m31rbcV5,3.873738249612737e+17,11.041782,42.782721,m285,13.169077541375843
B217,11.0441625,41.3975111,1,m31rbcV5,3.692826667983749e+17,11.044169,41.397528,m248,35.49551401905062
H19,11.0621667,38.4283167,1,m31rbcV5,3.6759704245603315e+17,11.062104,38.428376,m186,26.56588385853787
B219,11.0626875,40.9464917,1,m31rbcV5,3.692353190787455e+17,11.062649,40.946454,m248,14.730869790500137
B363,11.0717708,40.5597583,1,m31rbcV5,3.691737807841194e+17,11.071781,40.559747,m228,48.3080629081332
G273,11.0727083,42.9510389,4,m31rbcV5,3.87470444546251e+17,11.072805,42.951381,m285,26.592594262921956
B220,11.081125,41.509625,1,m31rbcV5,3.6928507198244186e+17,11.080954,41.50965,m266,38.09506047744063
B112D,11.0884792,41.3194083,1,m31rbcV5,3.692784749105125e+17,11.088209,41.319495,m248,26.807559735957348
B221,11.0960958,41.5517611,1,m31rbcV5,3.6928596103604454e+17,11.09609,41.551758,m266,33.44432985530766
B279,11.11665,41.7362111,1,m31rbcV5,3.8130287152179686e+17,11.116671,41.736267,m266,13.279111611118982
B228,11.1383417,41.6910056,1,m31rbcV5,3.813025279244146e+17,11.138342,41.691049,m266,18.59897934669021
B229,11.140825,41.6412056,1,m31rbcV5,3.692926998422186e+17,11.140866,41.641257,m266,24.024872775495655
DAO69,11.145,41.8909,1,m31rbcV5,3.87310740480491e+17,11.144508,41.891047,m266,6.965799889798944
B230,11.1466,40.9534083,1,m31rbcV5,3.692360749932205e+17,11.146606,40.953416,m248,15.397751755004254
B365,11.1518542,42.2890472,1,m31rbcV5,3.873256182491521e+17,11.151853,42.289038,m266,48.94578850622101
B231,11.1606167,41.4630889,1,m31rbcV5,3.692818421646424e+17,11.160811,41.463025,m248,43.404227732055304
B232,11.167625,41.2501167,1,m31rbcV5,3.692661397642533e+17,11.16763,41.250142,m248,20.764310815463407
B233,11.1754375,41.7317778,1,m31rbcV5,3.813040741089728e+17,11.175451,41.731807,m266,15.620165222934022
B281,11.1784542,41.3357111,1,m31rbcV5,3.692798149427041e+17,11.178401,41.335688,m248,29.99354353960323
PAndAS-36,11.189874999999995,43.44299722222222,1,huxor14_table1,3.8750635047293875e+17,11.18987,43.442997,m306,41.954507370186576
B234,11.1932292,41.4882694,1,m31rbcV5,3.692875458812068e+17,11.193268,41.488259,m266,41.58121749399905
B283,11.23085,41.2834389,1,m31rbcV5,3.6926696440043725e+17,11.23083,41.283324,m248,26.470944553308975
B235,11.2413208,41.4899222,1,m31rbcV5,3.692868586888467e+17,11.241344,41.489942,m266,42.49683188139672
B256D,11.2445792,41.9101944,1,m31rbcV5,3.873103281649016e+17,11.244633,41.910213,m266,15.192122985329911
M059,11.2669583,41.7724194,1,m31rbcV5,3.6929486450801766e+17,11.266932,41.77247,m266,17.962604532689678
B236,11.2871,40.8413056,1,m31rbcV5,3.6918459980647066e+17,11.287097,40.841329,m248,32.14642638171115
B237,11.2884792,41.37625,1,m31rbcV5,3.692742830246286e+17,11.288483,41.376237,m248,37.82675271376274
WH28,11.3059167,41.6267222,1,m31rbcV5,3.692901228615543e+17,11.305842,41.6266,m266,31.391714896271612
B370,11.3099042,41.9613194,1,m31rbcV5,3.753026647574455e+17,11.309944,41.961312,m266,22.672530391161892
B238,11.3111458,41.3269167,1,m31rbcV5,3.6926737671722534e+17,11.311178,41.326926,m248,34.23346868331127
B239,11.3149542,41.5880917,1,m31rbcV5,3.692898136239191e+17,11.314956,41.588091,m266,35.326806578338065
B240,11.3543333,41.1061583,1,m31rbcV5,3.6921518427227674e+17,11.354326,41.106142,m248,24.115072693485637
B533,11.36,41.943925,1,m31rbcV5,3.7530248866281664e+17,11.359979,41.943879,m266,25.4305238509162
B372,11.3889875,42.0067139,1,m31rbcV5,3.753081923794258e+17,11.389097,42.006787,m266,30.91368265266826
B373,11.4243833,41.7593111,1,m31rbcV5,3.752960676880476e+17,11.424359,41.759299,m266,30.475550162540515
SK104A,11.4346292,41.9577222,1,m31rbcV5,3.7530750948066394e+17,11.434618,41.957701,m266,31.7213274804984
B374,11.4355,41.6986278,1,m31rbcV5,3.752946245798925e+17,11.43557,41.698554,m266,34.190214690116726
B375,11.4398333,41.6617083,1,m31rbcV5,3.7529431534104384e+17,11.439904,41.661736,m266,36.70949990292344
B480,11.4398917,41.7645806,1,m31rbcV5,3.752959646096854e+17,11.439827,41.764591,m266,31.496435736193593
B377,11.451175,40.634525,1,m31rbcV5,3.6916690884227315e+17,11.451184,40.634552,m235,48.3922290103236
B376,11.4516083,41.7110778,1,m31rbcV5,3.752949638795854e+17,11.451513,41.711135,m266,34.68392835751539
B270D,11.45508333333333,41.03036111111111,1,huxor14_table2,3.6921088930300864e+17,11.45509,41.030383,m248,32.831540551128995
B484,11.4745667,41.7936167,1,m31rbcV5,3.752975107980864e+17,11.474556,41.793533,m266,33.4644486620564
B483,11.4747208,42.0383389,1,m31rbcV5,3.753096397857421e+17,11.474612,42.038332,m266,38.75052425204556
B379,11.4951583,40.7087139,1,m31rbcV5,3.691705166124612e+17,11.495128,40.708723,m235,46.795448121588905
B380,11.5259917,42.0147583,1,m31rbcV5,3.753064099693005e+17,11.525875,42.014697,m266,41.18304566360851
B381,11.5272792,41.3496833,1,m31rbcV5,3.692711219263099e+17,11.527271,41.349688,m248,48.757661269916746
B486,11.5359167,40.9676778,1,m31rbcV5,3.6920965235442176e+17,11.535684,40.967703,m248,41.066472567148494
B382,11.5430833,41.6278722,1,m31rbcV5,3.7528194583650176e+17,11.543078,41.627885,m266,45.91741731022032
B383,11.5497833,41.3281889,1,m31rbcV5,3.6922418652370355e+17,11.549789,41.328198,m248,48.86328470166223
B384,11.5914,40.2832222,1,m31rbcV5,3.689700275364823e+17,11.591381,40.283235,m232,45.47556416729662
B386,11.6125667,42.0313194,1,m31rbcV5,3.7530589027749965e+17,11.61256,42.031318,m266,48.455146130062346
B387,11.63965,40.7370722,1,m31rbcV5,3.691906514191432e+17,11.639598,40.73706,m235,37.04442839735028
G327,11.7062042,42.7463139,1,m31rbcV5,3.754453263904737e+17,11.706204,42.746349,m279,43.68744046885034
B391,11.7421125,41.5656972,1,m31rbcV5,3.752323303743113e+17,11.742094,41.565782,m257,35.04457231864867
B393,11.7550167,41.401775,1,m31rbcV5,3.7522882567808026e+17,11.754912,41.401813,m257,38.2930383259455
B396,11.854825,40.3617056,1,m31rbcV5,3.689829811578401e+17,11.85481,40.36167,m235,26.698569421600563
B397,11.8634583,41.2028917,1,m31rbcV5,3.75211061695211e+17,11.863452,41.202907,m257,46.92605105560533
B398,11.990775,41.8126833,1,m31rbcV5,3.7526472730994304e+17,11.990749,41.812621,m257,31.53300529703167
B399,11.9981625,41.5912167,1,m31rbcV5,3.752359381468402e+17,11.99807,41.591295,m257,14.1733149156359
B400,12.0060042,42.4258222,1,m31rbcV5,3.754211371348462e+17,12.005999,42.425819,m279,19.918711413370577
B401,12.03545,41.6783139,1,m31rbcV5,3.752367928424562e+17,12.035493,41.678289,m257,16.906190046260114
PAndAS-37,12.110541666666666,37.92837222222222,1,huxor14_table1,3.6769947312985536e+17,12.110548,37.928332,m188,31.24076865745513
B402,12.1501917,42.0262611,1,m31rbcV5,3.752729092253595e+17,12.150229,42.026226,m257,51.85523769449209
SK255B,12.26258333333333,41.91605555555555,1,huxor14_table2,3.75268648616863e+17,12.262661,41.916022,m257,40.440270295180795
B403,12.3234458,41.5856056,1,m31rbcV5,3.7524342856881894e+17,12.323427,41.585629,m257,13.627451296595565
B405,12.4158417,41.5915833,1,m31rbcV5,3.7524435628002496e+17,12.415832,41.591604,m257,21.303748563438777
B344D,12.466925,41.6107944,1,m31rbcV5,3.7524425320253926e+17,12.466954,41.610766,m257,25.883762656266416
G353,12.5758833,42.5955972,1,m31rbcV5,3.753965012031608e+17,12.57572,42.595619,m279,33.24919123675288
MGC1,12.6769125,32.9163278,1,m31rbcV5,3.612749236096297e+17,12.676908,32.916284,m080,63.36246431799323
EXT8,13.3105583,41.5567972,1,m31rbcV5,3.750963688874879e+17,13.310503,41.556779,m256,37.43409638170825
MCGC8,13.6040542,39.7154694,1,m31rbcV5,3.739020544463753e+17,13.60401,39.715425,m211,55.58249916846081
PAndAS-44,14.482874999999998,41.71583611111112,1,huxor14_table1,3.747209543860082e+17,14.482888,41.715825,m274,57.004276353635014
SDSS11,14.735,42.46055555555556,1,di_tullio_zinn_13_table1,3.7486110775901376e+17,14.734951,42.460615,m274,34.40723500388347
PAndAS-46,14.735,42.460636111111114,1,huxor14_table1,3.7486110775901376e+17,14.734951,42.460615,m274,34.40723500388347
H25,14.8939208,44.0941194,1,m31rbcV5,3.764712738170378e+17,14.893986,44.094106,m316,5.98855203093319
B517,14.9995417,41.9018889,1,m31rbcV5,3.747061453396545e+17,14.999669,41.901762,m274,31.8972819433934
MCGC10,16.8596583,35.7801139,1,m31rbcV5,3.692964450508073e+17,16.859727,35.780125,m138,58.99580643189658
SDSS12,18.195833333333333,42.42361111111111,1,di_tullio_zinn_13_table1,3.731360083738888e+17,18.195869,42.423538,m269,54.92761521677725
PAndAS-52,18.195874999999997,42.423575,1,huxor14_table1,3.731360083738888e+17,18.195869,42.423538,m269,54.92761521677725
PAndAS-53,19.493374999999993,39.248111111111115,1,huxor14_table1,3.7162022851661325e+17,19.493369,39.248093,m196,42.50020571397539
PAndAS-54,19.50058333333333,39.28331388888889,1,huxor14_table1,3.716262071099095e+17,19.500621,39.283279,m196,46.091056261843306
SDSS15,20.76458333333333,41.91972222222222,1,di_tullio_zinn_13_table1,3.7245369269061094e+17,20.764699,41.919709,m261,31.859000282865978
PAndAS-56,20.76470833333333,41.91972777777777,1,huxor14_table1,3.7245369269061094e+17,20.764699,41.919709,m261,31.859000282865978
